NR_INWENT,C,50;NAZWA,C,200;REGION,C,254;GMINA,C,100;WLASCICIEL,C,254;DLUGOSC,N,19,4;GLEBOKOSC,N,19,4;PRZEWYZSZE,N,19,4;DENIWELACJ,N,19,4;OSUWISKOWA,N,5,0;X_1992,N,19,4;Y_1992,N,19,4;ID,N,10,0
K.Bs-04.50;Jaskinia w Grabowej II;Karpaty;Brenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);4,8;2,1;2,1;0;1;496621,56;200734,62;10225
J.GT-05.24;Schronisko obok Jaskini Gaudynowskiej;Wyżyna Śląsko-Krakowska;Alwernia (gm. miejsko-wiejska);Komunalny;6;0;0;0;0;541520,7642;244014,8992;2422
J.BK-04.05;Jaskinia Wiślana Wschodnia;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Komunalny;32;0;0;0;0;556883,5899;238895,4557;2188
J.Cz.I-01.06;Szczelina w Prędziszowie;Wyżyna Śląsko-Krakowska;Częstochowa (gm. miejska);Prywatny;5;4;4;0;0;513876,9716;325049,4167;2156
J.Cz.I-03.23;Schronisko Pośrednie Dolne;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);18;0;1;1;0;519774,3651;318305,792;2269
J.GT-03.26;Jaskinia Murek;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Komunalny;18;0;0;0;0;549524,3982;244762,3579;2272
J.Cz.I-01.04;Jaskinia w Prędziszowie;Wyżyna Śląsko-Krakowska;Częstochowa (gm. miejska);Prywatny;26;2,5;2,5;0;0;513779,5987;324863,8798;2152
J.Cz.I-03.34;Szpaciarnia w Pustelnicy;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);12;0;0;0;0;519991,1247;317997,8213;2282
J.Cz.I-03.10;Studnisko;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);285;74;74;0;0;519128,7638;317994,5911;2245
J.GT-02.01;Schronisko w Skale Kmity;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;0;556978,0331;248449,4272;2220
K.Bs-04.52;Jaskinia w Grabowej IV;Karpaty;Brenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);3,1;2;2;0;1;496606,54;200740,18;10228
J.Cz.I-05.32;Schronisko przed Bramą Twardowskiego II;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;0;528560,1133;313683,5925;2496
J.BK-03.04;Tunelik w Panieńskich Skałach;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Skarb Państwa (Lasy Państwowe);12;0;0,6;0,6;0;561452,8279;244085,7627;2128
J.GT-03.16;Jaskinia Leśnika;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;0;0;0;0;550539,6818;244586,5923;2250
J.GT-03.05;Schronisko w Skałce przy Kładce;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Prywatny;2;0;0;0;0;551258,989;244192,0259;2227
J.Cz.I-03.24;Schronisko Pośrednie Górne;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);11;0;3;3;0;519774,3651;318305,792;2271
J.Cz.IV-04.78;Jaskinia pod Szczytem;Wyżyna Śląsko-Krakowska;Wolbrom (gm. miejsko-wiejska);Prywatny;43,2;0;2,2;2,2;0;548912,86;285115,43;2551
J.Cz.I-03.06;Schronisko w Ścianie;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;0;519030,5431;318055,9914;2239
J.Cz.I-02.14;Schronisko Zamkowe Średnie;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Prywatny;7,5;0;4;4;0;519335,66;320342,21;2192
K.Bs-02.195;Zapadlisko pod Bukiem;Karpaty;Lipowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);1,8;1,8;1,8;0;1;504009,59;197450,72;10589
J.GT-03.03;Tunel przy Jaskini Zawalonej;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Prywatny;8;0;0;0;0;551319,8005;244069,0969;2225
J.Cz.I-02.17;Schronisko w Czarnym Kominie;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Prywatny;7;0;4;4;0;519512,2027;320281,1031;2196
J.BK-03.12;Szczelina pod Gajówką;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Skarb Państwa (Lasy Państwowe);4,5;0;0;0;0;561154,856;244387,6658;2136
J.GT-03.24;Meander w Wąwozie Półrzeczki;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;0;0;0;0;550466,6475;246006,2934;2268
J.GT-03.06;Schronisko w Łomie przy Kładce;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Prywatny;5;0;0;0;0;551219,2383;244191,6449;2228
J.BK-04.08;Jaskinia nad Galoską;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Komunalny;25;0;0;0;0;556732,421;238941,3911;2194
J.Cz.I-05.07;Schronisko nad Zielonym Stawem I;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);5,5;0;5;5;0;530007,3989;314432,8146;2464
J.Cz.II-01.01;Jaskinia w Łomiku;Wyżyna Śląsko-Krakowska;Poraj (gm. wiejska);Prywatny;16;5;5;0;0;517909,3579;313512,7508;2162
J.Cz.I-02.01;Schronisko w Rachowcu;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Prywatny;17;0;0;0;0;518327,6539;322870,704;2163
J.BK-02.36;Szczelina pod Klasztorem;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Komunalny;3,5;0;0;0;0;557423,6219;239259,7651;2120
J.BK-03.01;Schronisko pod Klasztorem Norbertanek;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Skarb Państwa;3;0;0;0;0;565368,5297;243071,0141;2125
J.BK-03.02;Kawerna pod Fortem Kościuszko;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Komunalny;8;0;0;0;0;563831,6355;243349,7519;2126
J.Cz.I-03.02;Schronisko w Amfiteatrze;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);12;0;6;6;0;518991,4576;318024,9695;2233
J.Cz.I-03.70;Okap w Karzełku;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);12;0;3;3;0;520721,7179;316886,8142;2347
J.BK-03.14;Schronisko w Zielonym Dole;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Skarb Państwa (Lasy Państwowe);3,5;0;0;0;0;560934,5613;244401,7598;2138
J.Cz.I-02.03Ex;Schronisko V w Przymiłowicach;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Prywatny;20;0;3;3;0;523054,81;321036,67;2167
J.Cz.I-05.34;Schronisko za Bramą II;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);14;0;0;0;0;528461,364;313806,5732;2498
J.Cz.I-05.47;Schronisko w Grzędzie II;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);5;0;0;0;0;528890,5038;314241,2441;2511
J.Cz.I-04.21;Schronisko w Uroczysku Bogdaniec IX;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;0;3;3;0;527198,1347;315312,958;2377
J.GT-04.01;Jaskinia w Wąwozie Aleksandrowickim I;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa (Lasy Państwowe);10;0;3;3;0;553718,2623;246717,3188;2330
J.Cz.I-02.01Ex;Jaskinia w kamieniołomie przy St.Kol. Olsztyn;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Prywatny;48;0;0;0;0;523090,9229;317300,375;2164
J.Cz.I-05.46;Schronisko w Grzędzie I;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;0;528909,9464;314272,2314;2510
J.Cz.I-03.53;Jaskinia Komarowa;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);41;0;0;0;0;520598,2098;318123,6992;2310
J.GT-04.23;Jaskinia przy Kamyku;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa (Lasy Państwowe);12;0;3;3;0;549809,8304;248254,2314;2396
J.Cz.I-05.48;Schronisko Jeżowe;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;0;0;0;0;528711,9489;314610,8184;2512
J.Cz.IV-01.11;Jaskinia Zawaliskowa;Wyżyna Śląsko-Krakowska;Łazy (gm. miejsko-wiejska);Prywatny;32,8;0;4;4;0;531144,344;281336,9968;2433
J.Cz.I-05.51;Jaskinia Jagodowa;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);18;0;0;0;0;529037,0539;312574,5469;2515
J.Cz.I-05.52;Schronisko nad Jaskinią Jagodową;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);0;0;0;0;0;529076,46;312543,89;2516
J.Cz.I-03.48;Jaskinia w Dziedzińcu;Wyżyna Śląsko-Krakowska;Olsztyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);34;0;0;0;0;520814,2872;318001,0375;2302
J.GT-03.27;Schronisko w Uliczkach;Wyżyna Śląsko-Krakowska;Liszki (gm. wiejska);Komunalny;4;0;0;0;0;549025,0199;245035,6559;2289
T.A-24.05;Nyża nad Grotą w Jaworzyńskim Żlebie;Tatry;Poronin (gm. wiejska);Skarb Państwa;2,8;0;0;0;0;578086,64;157712,32;11042
K.Bż-03.02;Jaskinia pod Halą Miziową;Karpaty;Jeleśnia (gm. wiejska);Prywatny;13;3,5;3,5;0;1;523403,49;186416,06;2984
K.Bsd-01.16;Dziura pod Kamieniem;Karpaty;Rytro (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;0;615792,2487;179906,7124;2865
K.Bsd-01.17;Bania w Radziejowej;Karpaty;Rytro (gm. wiejska);Skarb Państwa (Lasy Państwowe);24;9;9;0;1;616970,27;177102,17;2870
K.Bn-04.05;Pochyły Korytarz;Karpaty;Sękowa (gm. wiejska);Prywatny;3,5;0;2;2;1;664059,42;193964,51;3073
K.Bw-02.02;Podwójna Studnia;Karpaty;Dobra (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;5;5;0;1;591185,88;204824,01;3232
K.Bn-10.08;Schronisko Cergowskie I;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;7;0;0;0;1;696923,32;187837,93;3228
K.Gst-01.04;Jaskinia w Myczkowcach;Karpaty;Solina (gm. wiejska);Skarb Państwa;7;0;0;0;0;746724,18;180609,17;3300
K.Bw-02.14;Schronisko w Paproci;Karpaty;Tymbark (gm. wiejska);Prywatny;3;0;0;0;1;595896,55;207993,61;3263
K.Bn-09.52;Szczelina Podkowca;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;8;0;0;0;1;694392,53;188600,51;3214
J.Cz.III-02.08;Schronisko w Górze Damiak;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;6;0;0;0;0;534695,2632;311435,573;3386
J.Cz.III-07.07;Dupicka Pochylnia;Wyżyna Śląsko-Krakowska;Kroczyce (gm. wiejska);Prywatny;39;12,3;12,3;0;0;537388,7105;296971,4636;3379
J.Cz.III-02.06;Schronisko w Skale Koci Łeb;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;8;0;0;0;0;534716,7307;311157,7951;3381
K.Bn-10.10;Jaskinia gdzie samolot spadł;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;20;5;5;0;1;697339,12;187779,3;3231
K.G-01.06;Juhaska Szczelina;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa;2;0;0;0;0;584949,85;191061,2;3265
J.Cz.III-03.12;Schronisko w Srogiej Skale;Wyżyna Śląsko-Krakowska;Żarki (gm. miejsko-wiejska);Prywatny;16;0;2;2;0;523565,2768;312083,8431;3398
NP-16;Nisza pod Okapem na Zarębskiej Górze;Niż Polski;Szumowo (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;0;705281,9446;565855,9282;3307
K.Bn-09.02;Jaskinia Bodzioch Wielki;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;12;4,5;4,5;0;1;694692,77;188642,15;3128
J.Cz.III-04.02;Jaskinia Stajnia;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;36;0;0;0;0;534282,2912;305565,6755;3375
K.Bż-05.62;Studnia na Wale w Łysinie;Karpaty;Zawoja (gm. wiejska);Skarb Państwa (Lasy Państwowe);2,5;1,5;1,5;0;1;546435,17;196440,69;10212
J.Cz.III-03.11;Jaskinia Lisia w Hajduczce;Wyżyna Śląsko-Krakowska;Żarki (gm. miejsko-wiejska);Prywatny;25;1;1;0;0;523269,7205;312360,4353;3397
J.Cz.III-03.15;Schronisko w Mrowiance;Wyżyna Śląsko-Krakowska;Żarki (gm. miejsko-wiejska);Prywatny;3;0;4;4;0;523410,7928;311527,3195;3401
J.Cz.III-01.01;Jaskinia w Gorzkowie;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;9;0;9;0;0;534729,3867;312207,8009;2469
K.Pr-01.06;Schronisko w Rożnowie I;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;4;0;0;0;0;622196,45;211508,04;3078
K.Bn-09.38;Studnia Goprowców;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;5;4;4;0;1;694452,8;188602,66;3195
K.Bn-09.35;Gerlachowa Jama;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;8;0;0;0;1;694535,36;188543,8;3192
K.Bn-09.39;Jaskinia św. Jana;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;53;7;7;0;1;694437,12;188478,47;3197
K.Bn-07.04;Schronisko w Zamkowej Górze III;Karpaty;Osiek Jasielski (gm. wiejska);Prywatny;9;0;0;0;0;676069,48;193583,91;3107
K.Bn-05.03;Schronisko w Kornutach II;Karpaty;Sękowa (gm. wiejska);Skarb Państwa;6;0;0;0;1;668314,44;193602,49;3087
K.Bn-09.29;Koleba Baniorzy;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;8;0;0;0;1;694419,23;188416,02;3186
K.Bn-09.20;Schronisko w Starym Osuwisku IV;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;3;0;0;0;1;694608;188762,74;3172
K.Bn-09.06;Jaskinia Pokornego;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;10,5;0;0;0;1;694630,29;188701,73;3133
K.Bn-09.47;Jasna Studnia;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;4;0;0;0;1;694395,83;188507,91;3206
K.Bn-07.14;Schronisko Majowe;Karpaty;Osiek Jasielski (gm. wiejska);Skarb Państwa;3;0;0;0;0;675034,2866;194906,3946;3122
K.Bn-07.05;Schronisko w Zamkowej Górze IV;Karpaty;Osiek Jasielski (gm. wiejska);Prywatny;4;2;2;0;0;676069,4719;193583,9061;3113
K.Pr-01.07;Jaskinia Spalona;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;8;0;0;0;0;622200,72;211348,18;3079
K.Bn-04.08;Schronisko Podwójne;Karpaty;Sękowa (gm. wiejska);Prywatny;6;2;2;0;1;664059,42;193964,51;3076
K.Bw-01.03;Jaskinia w Luboniu Wielkim II;Karpaty;Mszana Dolna (gm. wiejska);Komunalny;26;9;9;0;1;571864,31;198450,05;3210
K.Pr-02.12;Schronisko pod Piecem II;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);6;0;3;3;0;633420,47;211075,02;3155
K.Pr-01.19;Jaskinia w Lipiu I;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;10;4;4;0;0;624030,39;208347,47;3132
K.Bn-09.31;Marszałkowa Dziura;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;10;0;0;0;1;694439,32;188416,74;3188
K.Bn-09.18;Schronisko w Starym Osuwisku II;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;30;0;0;0;1;694629,19;188732,59;3169
K.Pr-02.07;Jaskinia Kruchy Komin;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);15;0;10;10;0;634686,66;211826,18;3150
K.Bn-09.04;Szczelina Lipowicka;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;105;10;10;0;1;694630,29;188701,73;3130
K.Bn-09.41;Jaskinia Wilgotna;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;22;5;5;0;1;694456,1;188510,06;3200
K.Pr-01.15;Jaskinia Świętego Justa;Karpaty;Łososina Dolna (gm. wiejska);Prywatny;8;0;0;0;1;621357,54;208096,28;3100
K.Bn-09.44;Schronisko Humusowe II;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;4;0;0;0;1;694436,01;188509,34;3203
K.Bn-09.46;Dębicka Studnia I;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;26;6;6;0;1;694436,01;188509,34;3205
K.Bn-09.05;Gangusiowa Jama;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;190;11;11;0;1;694650,38;188702,45;3131
K.Bw-01.05;Schronisko w Luboniu Wielkim IV;Karpaty;Mszana Dolna (gm. wiejska);Komunalny;3;0;0;0;1;571864,31;198450,05;3213
K.Bn-08.01;Schronisko w Hałbowie I;Karpaty;Nowy Żmigród (gm. wiejska);Skarb Państwa;6;2;2;0;0;681539,4712;188620,2421;3124
K.Pr-02.15;Schronisko Filipa;Karpaty;Korzenna (gm. wiejska);Skarb Państwa;3;0;0;0;0;633043,48;210942,16;3175
K.Bn-10.02;Jaskinia pod Lasem II;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;7;5;5;0;1;695080,01;188501,48;3220
K.Pr-02.08;Schronisko Złoty Komin;Karpaty;Ciężkowice (gm. miejsko-wiejska);Prywatny;10;0;8;8;0;634902,89;211822,3;3151
K.Bn-09.56;Schronisko Szparowe VI;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;3;0;0;0;1;694677,1;188517,96;3218
K.Pr-02.03;Jaskinia pod Okapem;Karpaty;Korzenna (gm. wiejska);Skarb Państwa;12;0;7;7;0;632983,47;210940,68;3146
K.Pr-02.01;Diabla Dziura w Bukowcu;Karpaty;Korzenna (gm. wiejska);Skarb Państwa;365;42,5;42,5;0;1;632464,92;210866,17;3144
K.Pr-02.10;Schronisko Diabli Most;Karpaty;Korzenna (gm. wiejska);Skarb Państwa;9;0;7;7;0;633103,48;210943,64;3153
K.Bn-05.09;Schronisko w Kornutach VIII;Karpaty;Sękowa (gm. wiejska);Skarb Państwa;7;0;0;0;1;668233,21;193630,88;3093
K.Bw-01.02;Jaskinia w Luboniu Wielkim I;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;0;0;0;1;571864,31;198450,05;3199
K.Bn-10.04;Jaskinia na Wierzchowinie II;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;20;6;6;0;1;695179,35;188535,94;3222
K.Pr-02.13;Jama pod Lucyferem I;Karpaty;Korzenna (gm. wiejska);Skarb Państwa;3;0;0;0;0;633063,48;210942,65;3166
K.Pr-02.02;Schronisko w Omszałej Skale;Karpaty;Korzenna (gm. wiejska);Skarb Państwa;5;2;2;0;0;632943,46;210939,7;3145
K.Pr-03.03;Schronisko w Polichtach III;Karpaty;Gromnik (gm. wiejska);Prywatny;3;0;2,3;0;0;637471,77;218757,31;3184
K.Bn-09.48;Ciemna Studnia;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;4;4;4;0;1;694436,01;188509,34;3207
K.Bn-09.34;Schronisko Szparowe III;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;4;0;0;0;1;694496,28;188511,5;3191
K.Bn-09.40;Jaskinia Kacza;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;49;8;8;0;1;694496,28;188511,5;3198
K.Bw-01.04;Schronisko w Luboniu Wielkim III;Karpaty;Mszana Dolna (gm. wiejska);Komunalny;4;0;0;0;1;571864,31;198450,05;3212
K.Bn-07.10;Leśna Studnia;Karpaty;Osiek Jasielski (gm. wiejska);Prywatny;20;9;9;0;1;675692,85;194052,34;3118
K.Pr-03.01;Schronisko w Polichtach I;Karpaty;Gromnik (gm. wiejska);Prywatny;7;0;2;2;0;637682,27;220140,45;3180
K.Bn-09.33;Schronisko Szparowe II;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;3;1,5;1,5;0;1;694536,46;188512,93;3190
K.Bn-09.37;Jaskinia Beskidników;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;9;3,6;3,5;0;1;694535,36;188543,8;3194
K.Bn-10.03;Jaskinia na Wierzchowinie I;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;22;5;5;0;1;695179,35;188535,94;3221
K.Bw-01.06;Schronisko w Luboniu Wielkim V;Karpaty;Mszana Dolna (gm. wiejska);Komunalny;7;2,5;2,5;0;1;571864,31;198450,05;3223
K.Bn-09.09;Schronisko Gangusiowe III;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;3;0;0;0;1;694630,29;188701,73;3137
K.Bn-09.19;Schronisko w Starym Osuwisku III;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;0;0;0;0;1;694608;188762,74;3171
K.Bn-09.36;Schronisko Szparowe IV;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;4;0;0;0;1;694535,36;188543,8;3193
K.Bn-09.12;Mała Studnia Lotników;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;3;0;0;0;1;694651,49;188671,58;3140
K.Pr-01.14;Schronisko w Tropiu II;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;4;0;0;0;0;619587,85;215597,75;3097
K.Bn-07.09;Schronisko w Zamkowej Górze VIII;Karpaty;Osiek Jasielski (gm. wiejska);Prywatny;5;0;0;0;0;676002,87;193784,26;3117
K.Bn-09.42;Mała Diabla Dziura;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;26;6;6;0;1;694415,92;188508,62;3201
K.Bn-05.04;Jaskinia w Kornutach III;Karpaty;Sękowa (gm. wiejska);Skarb Państwa;11;0;2;2;1;668355,54;193572,87;3088
K.Bn-09.28;Schron Gubałówka;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;3;0;0;0;1;694419,23;188416,02;3185
K.Bn-07.12;Schronisko w Zamkowej Górze X;Karpaty;Osiek Jasielski (gm. wiejska);Prywatny;4;2;2;0;0;675515,2313;193953,8976;3120
K.Bn-09.22;Schronisko w Grzędzie II;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;14;0;0;0;1;694609,1;188731,88;3174
K.Pr-01.05;Jaskinia Ciasna;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;7;0;0;0;0;622198,85;211418,12;3077
K.Bn-09.16;Jaskinia Ukryta;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;23;5;5;0;1;694629,19;188732,59;3167
K.Pr-03.02;Schronisko w Polichtach II;Karpaty;Gromnik (gm. wiejska);Prywatny;9;0;4,5;0;0;637471,77;218757,31;3181
K.Pr-01.10;Jaskinia Nowa;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;15;0;0;0;0;622198,32;211438,1;3082
K.Bn-08.02;Schronisko w Hałbowie II;Karpaty;Nowy Żmigród (gm. wiejska);Skarb Państwa;4;0;0;0;0;681539,4712;188620,2421;3125
K.Bn-10.01;Jaskinia pod Lasem I;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;17;3,5;5;1,5;1;695080,01;188501,48;3219
K.Bn-05.01;Jaskinia Mroczna;Karpaty;Sękowa (gm. wiejska);Skarb Państwa;198;15,5;15,5;0;1;668334,51;193603,11;3084
K.Pr-01.12;Schronisko w Rożnowie III;Karpaty;Gródek nad Dunajcem (gm. wiejska);Prywatny;3,5;0;0;0;0;622198,32;211438,1;3086
K.Bn-09.07;Schronisko Gangusiowe I;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;4;0;0;0;1;694650,38;188702,45;3134
P-1.13;Schronisko w Czerwonej Skale;Pieniny;Nowy Targ (gm. wiejska);Prywatny;3,5;0;0;0;0;585725,6816;173137,3228;3308
K.Bn-09.54;Jaskinia Krzanowskiego;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;15;3;3;0;1;694372,44;188599,79;3216
K.Pd-01.04;Schronisko w Herszcie;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;2;2;0;0;702005,06;212091,34;3275
J.Cz.III-03.16;Schronisko w Biedruniowej Skale;Wyżyna Śląsko-Krakowska;Żarki (gm. miejsko-wiejska);Prywatny;6;0;0;0;0;524073,442;312518,4696;3402
J.Cz.III-03.17;Schronisko w Kamieniu koło Przybynowa;Wyżyna Śląsko-Krakowska;Żarki (gm. miejsko-wiejska);Prywatny;4;0;0;0;0;522963,9248;310506,3196;3403
K.Bw-02.01Ex;Piwnica;Karpaty;Dobra (gm. wiejska);;0;0;0;0;0;584871,6122;206450,6408;3290
K.Bn-09.13;Jaskinia Ekologów;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;30;7;7;0;1;694630,29;188701,73;3141
J.Cz.III-04.03;Piętrowa Szczelina;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;400;45;45;0;0;533410,1938;306764,3538;3382
K.Bn-12.01Ex;Jaskinia w Kamieniołomie;Karpaty;Dukla (gm. miejsko-wiejska);;20;0;5;0;0;694700,7777;188678,9421;3248
K.Bn-12.03;Lisia Jama;Karpaty;Jaśliska (gm. wiejska);Skarb Państwa (Lasy Państwowe);11;2;2;0;0;704049,9831;173675,6579;3240
K.Pr-02.06;Schronisko w Siekierczynie;Karpaty;Ciężkowice (gm. miejsko-wiejska);Prywatny;4;0;0;0;0;633945,22;211705,8;3149
J.Cz.III-03.04;Schronisko pod Strażnicą;Wyżyna Śląsko-Krakowska;Żarki (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);16;0;0;0;0;527880,4319;308708,3041;3390
K.Pd-01.16;Sztolnia w Węglówce VI;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);5;0;0;0;0;699234,062;214491,9633;3287
K.Bn-12.03Ex;Jaskinie w Kamieniu nad Jaśliskami;Karpaty;Jaśliska (gm. wiejska);;0;0;0;0;0;704847,5116;175352,5276;3252
K.Bw-02.10;Grota pod Okapem;Karpaty;Dobra (gm. wiejska);Skarb Państwa (Lasy Państwowe);18;4;4;0;1;591185,88;204824,01;3254
K.Bn-11.01;Schronisko z Oknem;Karpaty;Komańcza (gm. wiejska);Skarb Państwa (Lasy Państwowe);10;2;2;0;0;721229,7841;174531,4042;3233
J.Cz.III-03.14;Schronisko w Skałach Rajcy;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);34;0;0;0;0;534814,1149;308317,485;3400
K.Bn-10.05;Jaskinia przy Szkółce;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;47;6;6;0;1;695263,04;188446,22;3224
